text,ID,genre,filename,C1_agency,C1_event,C1_world,C1_overall,C2_agency,C2_event,C2_world,C2_overall,C3_agency,C3_event,C3_world,C3_overall,SPACE,avg_agency,avg_event_seq,avg_worldmaking,avg_overall,maxdiff_agency,maxdiff_es,maxdiff_wm,maxdiff_overall,avg_maxdiff,AD
"Is this true, Annette?' said Emily, in much surprise. 'True, ma'am!' said Annette, with a look of horror, 'yes, it is true, indeed. But they do say,' she added, lowering her voice, 'they do say, that the Signora has been seen, several times since, walking in the woods and about the castle in the night: several of the old servants, who remained here some time after, declare they saw her; and, since then, she has been seen by some of the vassals, who have happened to be in the castle, at night.",606,NOVEL19C,NOVEL19C_5S_1-EN_1794_Radcliffe-Ann_TheMysteriesofUdolpho_Novel.txt,4,4,4,4,3,5,4,4,3,3,4,3.333333333,,3.333333333,4,4,3.777777778,1,2,0,0.666666667,1,0.296296296
"It
wasn't ]Ir Durant's fault more than mine. I ought to have
landed at Calais, but I was ashamed ... at all events, we went
on ! I liked being at sea. I liked being with Mr Durant â€” ccco ! The wind was fresh going across, and a lady on deck lent me her
cloak.",56,19CNONFIC,19CNONFIC_5S_dul1-ark-13960-t1qf9964t-norm.txt,5,5,5,5,4,4,3,3.666666667,3,1,1,1.666666667,,4,3.333333333,3,3.444444444,2,4,4,3.333333333,3.333333333,1.185185185
"It delivers, in 11. Chapters, these 11. Heads: The Metaphysicks of that famous Philosopher; his Logic; Principles of Natural Philosophy in general; his Doctrine concerning the Productions made in the Bowels of the Earth; concerning Meteors; Sensible Qualities; Plants; Animals; Man; Humane Passions; and Ethicks. THEODORI KERCKRINGII D. M. SPICILEGIUM ANATOMICUM, continens Observationum Anatomicarum rariorum Centuriam unam, nec non OSTEOGENIAM FAETUUM. Amstelodami, A 1670. in 4~.",341,SCIENCE,SCIENCE_5S_101038____1669.txt,1,1,1,1,1,2,1,1.333333333,1,1,1,1,,1,1.333333333,1,1.111111111,0,1,0,0.333333333,0.333333333,0.148148148
"It does not build any
nest, but lays its eggs, usually two, on the bare
ground. The eggs are short and round, of a dirty
white, spotted with dark red blotches. The young,
as soon as they are hatched, run like Partridges, and
are withdrawn by the parent to some flinty field,
where their feathers are so like the stones by which
they are surrounded that they are able to escape
the eye of the keenest observer. It is a very shy
bird, and it is with difficulty that it is approached. The Lapwing, or Peewit, is one of the most
beautiful of the Plovers.",39,19CNONFIC,19CNONFIC_5S_coo-31924067984058-norm.txt,4,4,4,4,3,3,4,3.333333333,2,3,4,3,,3,3.333333333,4,3.444444444,2,1,0,1,1,0.37037037
"It is referred to in the
â€œDinnseanchus, â€ an old Irish MS., as Lea: /zt na 2111101- â€”
ie., the stone of the Maols. 207, Ki3tv3, ens â€” Another class of sepulchral monuments,
somewhat similar to the Cromlechs, but yet quite
distinct, are the Kistvaens, or stone boxes. They are formed
usually of blocks of ï¬‚at stone set up on edge, forming a
long box or chamber, and covered with flags, all the
stones composing the monument being about the same
size. Some Kistvaens are above and some below the
ground. The enclosed chambers vary in dimensions from
a few feet to several yards in length, the width being in
proportion to the available ï¬‚ags, from three to four feet.",3,19CNONFIC,19CNONFIC_5S_chi-086756702-norm.txt,2,3,4,3,1,1,3,1.666666667,1,2,1,1.333333333,,1.333333333,2,2.666666667,2,1,2,3,1.666666667,2,0.666666667
"It is said to be imbricated. Compare the perianth with that of the hepatica. Note the green calyx. Is the number of sepals always
the same? The inner coloured whorl of the perianth is
the corolla, the parts of which are called petals.",4,19CNONFIC,19CNONFIC_5S_chi-086785002-norm.txt,1,2,2,1.666666667,1,1,1,1,1,2,1,1.333333333,,1,1.666666667,1.333333333,1.333333333,0,1,1,0.666666667,0.666666667,0.222222222
"It is so with me, and I believe with everybody. This very landscape is more beautiful to me in the dark night when I cannot sleep, than at this very moment, when it looks its best and brightest: and surely this is the great difference between that sort of pleasures and those which come altogether from within. The delight of a happy mood of mind is beyond everything at the time; it sets one above all that can happen; it steeps one in heaven itself; but one cannot recall it: one can only remember that it was so. The delight of being in such a place as those woods is generally more or less spoiled at the time by trifles which are forgotten afterwards;â€”one is hungry, or tired, or a little vexed with somebody, or doubtful whether somebody else is not vexed; but then the remembrance is purely delicious,â€”brighter in sunshine, softer in shade,â€”wholly tempered to what is genial. The imagination is a better medium than the eye.",637,NOVEL19C,NOVEL19C_5S_1-EN_1838_Martineau-Harriet_Deerbrook_Novel.txt,1,2,3,2,1,2,1,1.333333333,1,1,3,1.666666667,,1,1.666666667,2.333333333,1.666666667,0,1,2,0.666666667,1,0.222222222
"It is too weak for a shield, too transparent for a screen, too thin for a shelter, too light for gravity, and too threadbare for a jest. The wearer would be naught indeed who should misbeseem such a wedding garment. But wherefore does the sheep wear wool? That he in season sheared may be,
      And the shepherd be warm though his flock be cool:
          So I'll have a new cloak about me."" CHAPTER II

     Vray moyne si oncques en feut depuis que le monde moynant
     moyna de moynerie.â€”RABELAIS.",631,NOVEL19C,NOVEL19C_5S_1-EN_1821_Peacock-ThomasLove_MaidMarian_Novel.txt,1,1,2,1.333333333,1,2,2,1.666666667,1,1,2,1.333333333,,1,1.333333333,2,1.444444444,0,1,0,0.333333333,0.333333333,0.148148148
"It stretches NNW and S SW. About the middle of the bow on the East-side it discharges it self with a pretty stream; as it also doth in another place more Southerly. The soil of the ground round about seems to be sand mixed with clay. Its shore generally sandy, as is its bottom also. Its depth, where deepest, four fathoms; but for the most part but one, or one fathom and an half. It is stored with wholesome and delicate Fish, as Perch, Roch, Eles, &amp; c. and famed for a small fish, much esteemed here, and not much unlike a Perch; only not so party coloured red, and having a larger head proportionable to its body, called the Cole-pearch.",310,SCIENCE,SCIENCE_5S_100936____1672.txt,1,4,5,3.333333333,1,1,4,2,1,1,3,1.666666667,,1,2,4,2.333333333,0,3,2,1.666666667,1.666666667,0.666666667
"It was a big bull they first found. Here was meat and life, and it was guarded by no mysterious fires nor flying missiles of flame. Splay hoofs and palmated antlers they knew, and they flung their customary patience and caution to the wind. It was a brief fight and fierce. The big bull was beset on every side.",703,NOVEL19C,NOVEL19C_5S_1-EN_1906_London-Jack_WhiteFang_Novel.txt,4,4,5,4.333333333,3,3,5,3.666666667,1,4,4,3,,2.666666667,3.666666667,4.666666667,3.666666667,3,1,1,1.333333333,1.666666667,0.444444444
"It was also proposed, That it might be inquired into, 1. Whether a Needle may be so touched upon any Magnet, as not to point to the true North and South, to be tried in such places where there is no Variation known? Whether different Load-stones will give different Directions? And whether fainter or stronger touches upon one and the same Magnet, will cause any Variation in the Directions? For which purpose, as many Load-stones should be procured, as could be had, and a good number of Needles exactly made, of the same Metal, bigness, and figure?",388,SCIENCE,SCIENCE_5S_101193____1666.txt,1,1,1,1,1,1,2,1.333333333,1,1,1,1,,1,1,1.333333333,1.111111111,0,0,1,0.333333333,0.333333333,0.148148148
"It was communicated to me from a Learned Iesuit, called Father Michel, who lives at Presburg, but is now in this City. There were two Parhelias, one on each side of the true Sun, and they were so relplendent, that the naked Eye could not bear the brightness thereof. One of them ( the lesset of the two ) began to decay before the other, and then the other grew bigger, and continued well nigh two hours, projecting very long rays from itself. They were both on that part, which was towards the Sun, tinged with a pale yellow, the other parts being somewhat fuscous. There were at the same time seen several Rainbows, together with the Segment of a great white Circle, of a long duration, passing through the two Parhelia 's and the Sun: and all this at a time, when the Air was almost free from Clouds, though here and there were scattered some very thinones.",331,SCIENCE,SCIENCE_5S_100997____1669.txt,4,4,5,4.333333333,2,1,2,1.666666667,1,1,3,1.666666667,,2.333333333,2,3.333333333,2.555555556,3,3,3,2.666666667,3,1.185185185
"It was not merely personal kindness which had so bound her to her Sovereign; it was the unacknowledged but felt conviction, that Isabella had penetrated her secret feelings, with regard to Arthur Stanley; and yet not a syllable of this had ever passed the Queen's lips. Oh, true sympathy seldom needs expression, for its full consolation to be given and received! The heart recognizes intuitively a kindred heart, and turns to it in its sorrow or its joy, conscious of finding in it, repose from itself. But only a woman can give to woman this perfect sympathy; for the deepest recesses, the hidden sources of anguish in the female heart no man can read. Engrossed as Isabella was by the mysterious information imparted by Marie, indefinitely yet forcibly confirmed by her, then unusual, knowledge of the past history of Spain, she was more easily satisfied with Marie's hurried and hesitating account of her escape, than she might otherwise have been.",646,NOVEL19C,NOVEL19C_5S_1-EN_1850_Aguilar-Grace_ValeofCedars_Novel.txt,3,2,2,2.333333333,3,2,3,2.666666667,2,2,2,2,,2.666666667,2,2.333333333,2.333333333,1,0,1,0.666666667,0.666666667,0.222222222
"Its first discerned assault was upon a Milk-maid, taking her pail and hat from off her head, and carrying her pail many scores of yards from hor, where it lay undiscovered some days. Next, it stormed the Yard of one Sprigge, dwelling in Westthorp ( a name of one part of the Town, ) where it blew a Waggon-body off of the axle-trees, breaking the wheels and axletrees in pieces, and blowing three of the wheels so shattered over a wall. This waggon stood somewhat cross to the passage of the wind. Another waggon of Mr. Salisburies marched with great speed upon its wheels against the side of his house to the astonishment of the inhabitants. A branch of an Ash-tree of that bigness that two lusty men could scarce lift it, blew over Mr. Salisburies house without hurting it, and yet this branch was torn from a Tree, an hundred yards distant from that house.",349,SCIENCE,SCIENCE_5S_101068____1671.txt,3,5,5,4.333333333,2,4,4,3.333333333,1,4,2,2.333333333,,2,4.333333333,3.666666667,3.333333333,2,1,3,2,2,0.666666667
"J.B.duHamel P. S. L. Parisiis A. 1672. in 12. THe Learned Author of this Book treats in it of the Nature, Powers, Functions, and Immortality of the soul; delivering withal a solid Logic, illustrated by various and instructive experiments. This he doth in four parts; In the first he inquires into the nature, origin and progress of knowledge in general, and of simple. Perception in particular; observing the chief defects of perceptions, together with their remedies, Attention, and Consideration, much helped by the study of the Mathematicks, and by Recess, &amp; c. In the second he treats, after the same method, of the Judgment of the Mind, the height and perfection of humane knowledge.",319,SCIENCE,SCIENCE_5S_100962____1672.txt,4,4,1,3,2,2,1,1.666666667,1,1,1,1,,2.333333333,2.333333333,1,1.888888889,3,3,0,2,2,0.740740741
